CMDLINE /opt/conda/bin/python ImageClassifier/train.py ImageClassifier/flowers --save_dir checkpoints
MEM 0.800781 1704268862.6635
MEM 18.804688 1704268862.7640
MEM 24.519531 1704268862.8646
MEM 33.496094 1704268862.9650
MEM 39.394531 1704268863.1181
MEM 40.101562 1704268863.2185
MEM 71.378906 1704268863.3188
MEM 106.257812 1704268863.4192
MEM 112.906250 1704268863.5196
MEM 119.871094 1704268863.6200
MEM 166.015625 1704268863.7204
MEM 213.539062 1704268863.8207
MEM 261.234375 1704268863.9210
MEM 310.218750 1704268864.0214
MEM 359.203125 1704268864.1218
MEM 407.414062 1704268864.2223
MEM 456.140625 1704268864.3229
MEM 505.640625 1704268864.4233
MEM 555.398438 1704268864.5238
MEM 603.332031 1704268864.6243
MEM 652.058594 1704268864.7246
MEM 667.296875 1704268864.8250
MEM 679.414062 1704268864.9254
MEM 694.109375 1704268865.0260
MEM 708.031250 1704268865.1264
MEM 721.437500 1704268865.2268
MEM 745.929688 1704268865.3272
MEM 765.523438 1704268865.4275
MEM 777.898438 1704268865.5279
MEM 798.265625 1704268865.6282
MEM 815.796875 1704268865.7286
MEM 840.804688 1704268865.8290
MEM 865.812500 1704268865.9295
MEM 876.382812 1704268866.0300
MEM 896.234375 1704268866.1305
MEM 923.304688 1704268866.2310
MEM 939.546875 1704268866.3314
MEM 960.171875 1704268866.4318
MEM 974.867188 1704268866.5322
MEM 997.812500 1704268866.6326
MEM 1019.210938 1704268866.7330
MEM 1040.351562 1704268866.8334
MEM 1061.234375 1704268866.9337
MEM 1079.281250 1704268867.0341
MEM 1091.656250 1704268867.1345
MEM 1107.898438 1704268867.2349
MEM 1127.234375 1704268867.3354
MEM 1146.312500 1704268867.4358
MEM 1165.648438 1704268867.5361
MEM 1191.171875 1704268867.6365
MEM 1213.601562 1704268867.7370
MEM 1213.859375 1704268867.8374
MEM 667.136719 1704268867.9378
MEM 703.226562 1704268868.0381
MEM 260.777344 1704268868.1385
MEM 252.816406 1704268868.2389
MEM 253.589844 1704268868.3393
MEM 256.425781 1704268868.4396
MEM 257.457031 1704268868.5400
MEM 258.488281 1704268868.6403
MEM 259.777344 1704268868.7406
MEM 261.582031 1704268868.8409
MEM 335.761719 1704268868.9413
MEM 409.773438 1704268869.1181
MEM 462.207031 1704268869.2187
MEM 514.800781 1704268869.3192
MEM 543.933594 1704268869.4196
MEM 549.863281 1704268869.5200
MEM 701.464844 1704268869.6206
MEM 864.660156 1704268869.7212
MEM 1017.542969 1704268869.8218
MEM 1177.128906 1704268869.9224
MEM 1333.878906 1704268870.0230
MEM 1481.347656 1704268870.1237
MEM 1531.363281 1704268870.2242
MEM 1531.363281 1704268870.3247
MEM 1586.531250 1704268870.4251
MEM 1654.078125 1704268870.5256
MEM 1728.066406 1704268870.6261
MEM 1776.792969 1704268870.7266
MEM 1870.890625 1704268870.8272
MEM 1899.765625 1704268870.9279
MEM 2008.300781 1704268871.0286
MEM 2022.222656 1704268871.1291
MEM 2144.937500 1704268871.2296
MEM 2161.175781 1704268871.3302
MEM 2267.652344 1704268871.4308
MEM 2311.218750 1704268871.5313
MEM 2390.367188 1704268871.6319
MEM 2436.000000 1704268871.7324
MEM 2512.828125 1704268871.8330
MEM 2512.828125 1704268871.9335
MEM 2512.828125 1704268872.0340
MEM 2512.828125 1704268872.1345
MEM 2512.828125 1704268872.2352
MEM 2512.828125 1704268872.3358
MEM 2512.828125 1704268872.4362
MEM 2512.828125 1704268872.5367
MEM 2512.828125 1704268872.6372
MEM 2512.828125 1704268872.7376
MEM 2512.828125 1704268872.8380
MEM 2512.828125 1704268872.9383
MEM 2599.503906 1704268873.1181
MEM 2654.933594 1704268873.2185
MEM 2783.839844 1704268873.3190
MEM 2929.757812 1704268873.4194
MEM 2929.757812 1704268873.5198
MEM 2963.781250 1704268873.6204
MEM 3016.367188 1704268873.7210
MEM 3065.601562 1704268873.8215
MEM 3099.625000 1704268873.9220
MEM 3133.906250 1704268874.0227
MEM 3189.324219 1704268874.1232
MEM 3201.441406 1704268874.2236
MEM 3201.441406 1704268874.3242
MEM 3201.441406 1704268874.4247
MEM 3201.441406 1704268874.5254
MEM 3201.441406 1704268874.6259
MEM 3201.441406 1704268874.7263
MEM 3419.035156 1704268874.8270
MEM 3590.222656 1704268874.9276
MEM 3690.769531 1704268875.0282
MEM 3690.769531 1704268875.1286
MEM 3690.769531 1704268875.2292
MEM 3752.128906 1704268875.3297
MEM 3805.753906 1704268875.4302
MEM 3813.230469 1704268875.5306
MEM 3874.589844 1704268875.6311
MEM 3923.058594 1704268875.7314
MEM 3935.949219 1704268875.8318
MEM 3997.308594 1704268875.9322
MEM 4039.847656 1704268876.0327
MEM 4058.667969 1704268876.1332
MEM 4120.027344 1704268876.2339
MEM 4177.519531 1704268876.3345
MEM 4181.128906 1704268876.4350
MEM 4181.128906 1704268876.5354
MEM 4181.128906 1704268876.6359
MEM 4181.128906 1704268876.7364
MEM 4181.128906 1704268876.8369
MEM 4181.128906 1704268876.9375
MEM 4181.128906 1704268877.0381
MEM 4181.128906 1704268877.1386
MEM 4181.128906 1704268877.2393
MEM 4181.128906 1704268877.3399
MEM 4185.511719 1704268877.4403
MEM 4331.175781 1704268877.5408
MEM 4389.695312 1704268877.6413
MEM 4389.695312 1704268877.7418
MEM 4406.960938 1704268877.8423
MEM 4424.226562 1704268877.9428
MEM 4458.503906 1704268878.0432
MEM 4475.773438 1704268878.1436
MEM 4510.562500 1704268878.2442
MEM 4527.316406 1704268878.3448
MEM 4527.316406 1704268878.4453
MEM 4527.316406 1704268878.5458
MEM 4527.316406 1704268878.6463
MEM 4527.316406 1704268878.7469
MEM 4527.316406 1704268878.8475
MEM 4703.402344 1704268879.0183
MEM 4771.207031 1704268879.1189
MEM 4771.207031 1704268879.2193
MEM 4801.886719 1704268879.3199
