CMDLINE /opt/conda/bin/python ImageClassifier/train.py ImageClassifier/flowers --save_dir checkpoints
MEM 4832.566406 1704268879.4204
MEM 4832.566406 1704268879.5210
MEM 4863.246094 1704268879.6215
MEM 4893.925781 1704268879.7221
MEM 4924.605469 1704268879.8226
MEM 4935.433594 1704268879.9232
MEM 4955.285156 1704268880.0236
MEM 4985.964844 1704268880.1241
MEM 5016.386719 1704268880.2246
MEM 5016.386719 1704268880.3251
MEM 5016.386719 1704268880.4258
MEM 5016.386719 1704268880.5262
MEM 5016.386719 1704268880.6267
MEM 5016.386719 1704268880.7272
MEM 5016.386719 1704268880.8276
MEM 5016.386719 1704268880.9283
MEM 5016.386719 1704268881.0289
MEM 5016.386719 1704268881.1294
MEM 5016.386719 1704268881.2299
MEM 5241.199219 1704268881.3304
MEM 5261.824219 1704268881.4309
MEM 5261.824219 1704268881.5314
MEM 5292.503906 1704268881.6319
MEM 5292.503906 1704268881.7325
MEM 5323.183594 1704268881.8331
MEM 5353.605469 1704268881.9337
MEM 5384.285156 1704268882.0342
MEM 5384.285156 1704268882.1346
MEM 5414.964844 1704268882.2351
MEM 5445.644531 1704268882.3356
MEM 5466.527344 1704268882.4360
MEM 5476.324219 1704268882.5364
MEM 5507.003906 1704268882.6369
MEM 5507.003906 1704268882.7374
MEM 5507.003906 1704268882.8380
MEM 5507.003906 1704268882.9386
MEM 5507.003906 1704268883.0391
MEM 5507.003906 1704268883.1397
MEM 5507.003906 1704268883.2403
MEM 5507.003906 1704268883.3410
MEM 5507.003906 1704268883.4414
MEM 5507.003906 1704268883.5419
MEM 5551.089844 1704268883.6426
MEM 5752.183594 1704268883.7430
MEM 5752.183594 1704268883.8435
MEM 5752.183594 1704268883.9441
MEM 5782.605469 1704268884.0447
MEM 5813.027344 1704268884.1454
MEM 5825.660156 1704268884.2461
MEM 5843.449219 1704268884.3467
MEM 5874.128906 1704268884.4472
MEM 5904.808594 1704268884.5478
MEM 5923.628906 1704268884.6484
MEM 5935.230469 1704268884.7490
MEM 5965.652344 1704268884.8495
MEM 5996.332031 1704268884.9499
MEM 5996.332031 1704268885.0503
MEM 5996.332031 1704268885.1506
MEM 5996.332031 1704268885.2511
MEM 5996.332031 1704268885.3517
MEM 5996.332031 1704268885.4522
MEM 5996.332031 1704268885.5527
MEM 5996.332031 1704268885.6532
MEM 5996.332031 1704268885.7538
MEM 5996.332031 1704268885.8543
MEM 6025.464844 1704268886.0182
MEM 6101.519531 1704268886.1187
MEM 6101.773438 1704268886.2191
MEM 6110.531250 1704268886.3196
MEM 6127.535156 1704268886.4201
MEM 6136.296875 1704268886.5207
MEM 6153.812500 1704268886.6212
MEM 6162.570312 1704268886.7216
MEM 6171.074219 1704268886.8221
MEM 6171.074219 1704268886.9226
MEM 6171.074219 1704268887.0231
MEM 6171.074219 1704268887.1236
MEM 6171.074219 1704268887.2240
MEM 6257.441406 1704268887.3245
MEM 6294.566406 1704268887.4249
MEM 6294.566406 1704268887.5255
MEM 6309.777344 1704268887.6260
MEM 6321.636719 1704268887.7266
MEM 6324.988281 1704268887.8271
MEM 6340.199219 1704268887.9276
MEM 6355.410156 1704268888.0280
MEM 6370.621094 1704268888.1284
MEM 6377.839844 1704268888.2289
MEM 6385.832031 1704268888.3293
MEM 6401.300781 1704268888.4299
MEM 6416.511719 1704268888.5303
MEM 6416.511719 1704268888.6309
MEM 6416.511719 1704268888.7314
MEM 6416.511719 1704268888.8319
MEM 6416.511719 1704268888.9324
MEM 6416.511719 1704268889.0328
MEM 6416.511719 1704268889.1332
MEM 6416.511719 1704268889.2336
MEM 6416.511719 1704268889.3341
MEM 6416.511719 1704268889.4347
MEM 6539.746094 1704268889.5352
MEM 6539.746094 1704268889.6357
MEM 6539.746094 1704268889.7360
MEM 6554.957031 1704268889.8364
MEM 6570.425781 1704268889.9369
MEM 6570.425781 1704268890.0373
MEM 6585.636719 1704268890.1379
MEM 6600.847656 1704268890.2384
MEM 6616.058594 1704268890.3388
MEM 6616.058594 1704268890.4392
MEM 6631.269531 1704268890.5395
MEM 6646.480469 1704268890.6400
MEM 6661.691406 1704268890.7405
MEM 6661.691406 1704268890.8410
MEM 6661.691406 1704268890.9415
MEM 6661.691406 1704268891.0419
MEM 6661.691406 1704268891.1423
MEM 6661.691406 1704268891.2427
MEM 6661.691406 1704268891.3431
MEM 6661.691406 1704268891.4436
MEM 6661.691406 1704268891.5440
MEM 6661.691406 1704268891.6444
MEM 6706.550781 1704268891.7448
MEM 6759.660156 1704268891.8453
MEM 6783.636719 1704268891.9457
MEM 6783.636719 1704268892.0461
MEM 6799.105469 1704268892.1464
MEM 6799.105469 1704268892.2469
MEM 6814.574219 1704268892.3473
MEM 6830.042969 1704268892.4476
MEM 6845.511719 1704268892.5480
MEM 6845.511719 1704268892.6484
MEM 6860.980469 1704268892.7490
MEM 6876.449219 1704268892.8495
MEM 6891.660156 1704268892.9499
MEM 6891.660156 1704268893.0503
MEM 6907.128906 1704268893.1507
MEM 6907.128906 1704268893.2510
MEM 6907.128906 1704268893.3516
MEM 6907.128906 1704268893.4519
MEM 6907.128906 1704268893.5523
MEM 6907.128906 1704268893.6527
MEM 6907.128906 1704268893.7533
MEM 6907.128906 1704268893.8537
MEM 6907.128906 1704268893.9540
MEM 6920.277344 1704268894.0544
MEM 6956.371094 1704268894.2180
MEM 6959.464844 1704268894.3186
MEM 6967.457031 1704268894.4192
MEM 6974.675781 1704268894.5197
MEM 6985.761719 1704268894.6200
MEM 6985.761719 1704268894.7205
MEM 6985.761719 1704268894.8210
MEM 6989.886719 1704268894.9214
MEM 7016.699219 1704268895.0217
MEM 7017.214844 1704268895.1221
MEM 7028.300781 1704268895.2225
MEM 7036.035156 1704268895.3229
MEM 7047.636719 1704268895.4232
MEM 7047.636719 1704268895.5236
MEM 7047.636719 1704268895.6240
MEM 7047.636719 1704268895.7245
MEM 7078.316406 1704268895.8249
MEM 7078.316406 1704268895.9253
MEM 7086.050781 1704268896.0257
MEM 7097.652344 1704268896.1262
MEM 7105.386719 1704268896.2266
MEM 7109.253906 1704268896.3271
MEM 7109.253906 1704268896.4276
MEM 7109.253906 1704268896.5281
MEM 0.000000 1704268897.0522
MEM 0.000000 1704268897.1527
MEM 0.000000 1704268897.2531
MEM 0.000000 1704268897.3534
MEM 0.000000 1704268897.4538
MEM 0.000000 1704268897.5542
MEM 0.000000 1704268897.6546
MEM 0.000000 1704268897.7550
MEM 0.000000 1704268897.8556
MEM 0.000000 1704268897.9560
MEM 0.000000 1704268898.0564
